order_id,customer_id,material_id,machine_id,product_id,customer_name,layer_count,surface_finish,start_date,end_date,deadline_date,shipping_date,quantity_requested,quantity_started,quantity_scrapped,quantity_remade,quantity_shipped,material_cost_usd,labor_cost_usd,maintenance_cost_usd,sales_price_per_board_usd,production_duration_days,is_delayed,delay_days,remake_needed,scrap_reason
ORD-1800,CUST-0017,MAT-003,MC-001,PROD-025,Inno Industries,12,Hard Gold,5/22/2024,6/10/2024,6/19/2024,6/10/2024,50,57,1,0,50,61.15,117.43,33.27,72.36,19,0,0,0,Short circuit
ORD-1801,CUST-0127,MAT-006,MC-005,PROD-034,Super Global,20,Immersion Gold,10/6/2024,10/28/2024,11/12/2024,10/28/2024,40,46,2,0,40,60.1,84.73,29.38,88.29,22,0,0,0,AOI defect
ORD-1802,CUST-0015,MAT-001,MC-015,PROD-036,Nexus Manufacturing Corp,24,ENIG,10/15/2024,11/2/2024,11/12/2024,11/2/2024,52,62,1,0,52,46.97,94.31,33.83,52.03,18,0,0,0,Over-etch
ORD-1803,CUST-0267,MAT-002,MC-025,PROD-011,Inno Solutions Ltd,8,ENIG,5/23/2024,6/12/2024,6/18/2024,6/12/2024,57,67,2,0,57,24.47,91.92,56.44,111.13,20,0,0,0,Drill offset
ORD-1804,CUST-0226,MAT-005,MC-015,PROD-003,GammaData,4,OSP,8/9/2024,8/24/2024,9/8/2024,8/24/2024,47,56,3,0,47,23.08,89.22,32.39,87.66,15,0,0,0,Over-etch
ORD-1805,CUST-0039,MAT-001,MC-017,PROD-031,Smart Flex Technologies,20,ENIG,5/2/2024,5/13/2024,5/31/2024,5/13/2024,54,68,6,0,54,78.64,85.59,37.46,89.38,11,0,0,0,AOI defect
ORD-1806,CUST-0310,MAT-002,MC-009,PROD-022,PrecisionChip,12,HASL,11/27/2024,12/8/2024,12/25/2024,12/8/2024,53,65,7,0,53,42.37,98.76,35.75,72.06,11,0,0,0,AOI defect
ORD-1807,CUST-0036,MAT-002,MC-012,PROD-031,ProTron,20,ENIG,3/24/2024,4/13/2024,4/21/2024,4/13/2024,36,45,0,0,36,68.55,105.53,59.57,103.5,20,0,0,0,
ORD-1808,CUST-0144,MAT-005,MC-002,PROD-017,PCBHoldings,10,HASL,8/2/2024,9/1/2024,9/1/2024,9/1/2024,43,53,9,0,43,96.68,130.33,30.36,61.81,30,0,0,0,Delamination
ORD-1809,CUST-0161,MAT-006,MC-032,PROD-034,Tech Systems,20,Immersion Gold,6/1/2024,6/18/2024,6/29/2024,6/18/2024,46,57,1,0,46,140.66,81.61,26.56,98.25,17,0,0,0,Contamination
ORD-1810,CUST-0043,MAT-005,MC-019,PROD-018,SupremeLayer,10,OSP,8/15/2024,9/8/2024,9/9/2024,9/7/2024,57,69,2,0,57,83.01,92.01,48.83,99.41,24,0,0,0,Drill offset
ORD-1811,CUST-0136,MAT-006,MC-022,PROD-017,PCB Corp,10,HASL,4/23/2024,5/18/2024,5/20/2024,5/18/2024,30,37,0,0,30,25.07,113.83,32.09,64.32,25,0,0,0,
ORD-1812,CUST-0183,MAT-006,MC-021,PROD-035,Net Ltd,20,Hard Gold,9/15/2024,10/3/2024,10/23/2024,10/3/2024,49,56,0,0,49,144.98,89.39,45.45,119.17,18,0,0,0,
ORD-1813,CUST-0295,MAT-001,MC-019,PROD-001,Fabrication GmbH,4,ENIG,5/18/2024,6/6/2024,6/18/2024,6/6/2024,28,33,0,0,28,26.42,67.58,39.85,102.2,19,0,0,0,
ORD-1814,CUST-0221,MAT-001,MC-012,PROD-002,Digital Layer Industries,4,HASL,9/13/2024,9/28/2024,10/18/2024,9/28/2024,55,66,1,0,55,59.66,113.52,62.19,90.9,15,0,0,0,Over-etch
ORD-1815,CUST-0305,MAT-004,MC-036,PROD-025,Precision Systems,12,Hard Gold,7/18/2024,8/8/2024,8/17/2024,8/8/2024,45,53,2,0,45,72.51,71.67,29.29,101.03,21,0,0,0,Delamination
ORD-1816,CUST-0323,MAT-003,MC-029,PROD-002,SwiftMulti,4,HASL,8/22/2024,9/4/2024,9/16/2024,9/4/2024,26,31,2,0,26,50.77,83.72,47.36,85.65,13,0,0,0,Drill offset
ORD-1817,CUST-0168,MAT-001,MC-008,PROD-031,Quick AS,20,ENIG,6/1/2024,6/10/2024,7/7/2024,7/12/2024,40,49,7,0,40,56.17,108.5,56.02,109.08,9,1,5,0,Contamination
ORD-1818,CUST-0074,MAT-002,MC-015,PROD-042,Swift Global,30,HASL,10/6/2024,11/4/2024,11/6/2024,11/4/2024,49,59,0,0,49,17.11,68.17,25.21,76.74,29,0,0,0,
ORD-1819,CUST-0207,MAT-005,MC-008,PROD-029,Control Solutions,16,Immersion Gold,8/15/2024,9/10/2024,9/19/2024,9/10/2024,35,44,1,0,35,42.19,95.52,58.33,99.89,26,0,0,0,AOI defect
ORD-1820,CUST-0246,MAT-002,MC-031,PROD-028,Multi Solutions,16,OSP,8/14/2024,9/3/2024,9/16/2024,9/3/2024,53,68,0,0,53,78.41,120.16,56.5,97.18,20,0,0,0,
ORD-1821,CUST-0059,MAT-005,MC-029,PROD-033,BetaTech,20,OSP,6/27/2024,7/15/2024,8/3/2024,7/15/2024,23,27,1,0,23,37.82,64.15,35.41,61.0,18,0,0,0,AOI defect
ORD-1822,CUST-0215,MAT-005,MC-014,PROD-025,Smart Fabrication Technologies,12,Hard Gold,10/25/2024,11/8/2024,12/4/2024,11/8/2024,27,33,1,0,27,38.4,107.76,41.41,96.73,14,0,0,0,Short circuit
ORD-1823,CUST-0278,MAT-003,MC-024,PROD-039,Manufacturing GmbH,24,Immersion Gold,9/25/2024,10/24/2024,10/28/2024,10/24/2024,36,43,1,0,36,84.41,68.95,47.22,57.68,29,0,0,0,Drill offset
ORD-1824,CUST-0322,MAT-002,MC-027,PROD-044,Prime Board SpA,30,Immersion Gold,5/12/2024,6/3/2024,6/20/2024,6/3/2024,38,45,1,0,38,53.56,96.75,54.26,63.39,22,0,0,0,Delamination
ORD-1825,CUST-0098,MAT-004,MC-004,PROD-023,Prime Tron SpA,12,OSP,6/21/2024,6/28/2024,7/24/2024,6/28/2024,34,39,4,0,34,60.77,141.4,44.35,91.51,7,0,0,0,Over-etch
ORD-1826,CUST-0259,MAT-005,MC-005,PROD-004,ConnectSA,4,Immersion Gold,7/17/2024,7/29/2024,8/26/2024,7/29/2024,40,49,3,0,40,19.81,119.13,45.44,64.74,12,0,0,0,Contamination
ORD-1827,CUST-0292,MAT-006,MC-006,PROD-031,SuperiorSystems,20,ENIG,4/9/2024,5/1/2024,5/18/2024,5/1/2024,58,73,3,0,58,207.49,130.02,47.56,81.93,22,0,0,0,Delamination
ORD-1828,CUST-0106,MAT-004,MC-029,PROD-024,CircuitSystems,12,Immersion Gold,4/7/2024,4/24/2024,5/4/2024,4/24/2024,43,53,0,0,43,147.18,69.59,33.26,59.84,17,0,0,0,
ORD-1829,CUST-0247,MAT-003,MC-036,PROD-033,Link International,20,OSP,4/24/2024,5/23/2024,6/2/2024,5/23/2024,31,38,0,0,31,57.53,63.29,31.86,106.46,29,0,0,0,
ORD-1830,CUST-0205,MAT-001,MC-031,PROD-029,HyperCircuit,16,Immersion Gold,2/5/2024,2/27/2024,3/15/2024,3/22/2024,53,63,7,0,53,14.27,99.41,62.94,78.26,22,1,7,0,Over-etch
ORD-1831,CUST-0053,MAT-002,MC-006,PROD-009,BetaFlex,6,Immersion Gold,6/16/2024,7/11/2024,7/11/2024,7/11/2024,32,37,1,0,32,42.87,97.37,37.18,87.12,25,0,0,0,Delamination
ORD-1832,CUST-0259,MAT-005,MC-005,PROD-006,ConnectSA,6,ENIG,8/25/2024,9/16/2024,9/24/2024,9/16/2024,49,63,1,0,49,101.22,117.66,45.55,109.38,22,0,0,0,Delamination
ORD-1833,CUST-0110,MAT-003,MC-016,PROD-033,PCBElectronics,20,OSP,4/9/2024,4/21/2024,5/19/2024,5/24/2024,55,67,0,0,55,89.73,64.41,22.33,74.56,12,1,5,0,
ORD-1834,CUST-0058,MAT-005,MC-009,PROD-035,CircuitGlobal,20,Hard Gold,5/28/2024,6/7/2024,6/29/2024,6/7/2024,48,57,3,0,48,64.96,85.95,33.42,64.0,10,0,0,0,Short circuit
ORD-1835,CUST-0158,MAT-006,MC-022,PROD-031,Atlas Solutions,20,ENIG,8/19/2024,8/31/2024,9/18/2024,8/31/2024,29,34,4,0,29,78.51,125.88,32.84,61.55,12,0,0,0,Short circuit
ORD-1836,CUST-0104,MAT-005,MC-007,PROD-008,Super Inc,6,OSP,11/16/2024,12/3/2024,12/25/2024,12/3/2024,39,47,2,0,39,103.6,74.16,28.93,44.42,17,0,0,0,Contamination
ORD-1837,CUST-0045,MAT-006,MC-008,PROD-010,Delta Solutions,6,Hard Gold,6/21/2024,7/20/2024,7/22/2024,7/20/2024,28,36,0,0,28,46.19,83.45,46.52,103.27,29,0,0,0,
ORD-1838,CUST-0249,MAT-005,MC-033,PROD-036,Nexus Flex Holdings,24,ENIG,5/18/2024,5/28/2024,6/14/2024,5/28/2024,32,40,1,0,32,84.34,129.02,41.94,116.16,10,0,0,0,Delamination
ORD-1839,CUST-0019,MAT-001,MC-009,PROD-019,Titan SpA,10,Immersion Gold,12/25/2024,1/20/2025,1/31/2025,2/1/2025,44,55,1,0,44,48.22,78.81,27.87,113.89,26,1,1,0,Delamination
ORD-1840,CUST-0296,MAT-002,MC-031,PROD-029,Fast GmbH,16,Immersion Gold,2/5/2024,2/16/2024,3/5/2024,2/16/2024,24,28,0,0,24,26.57,87.57,50.57,83.73,11,0,0,0,
ORD-1841,CUST-0025,MAT-003,MC-003,PROD-014,Manufacturing International,8,Immersion Gold,8/18/2024,8/27/2024,9/22/2024,8/27/2024,53,67,0,0,53,152.19,104.93,30.32,54.73,9,0,0,0,
ORD-1842,CUST-0061,MAT-002,MC-024,PROD-017,Connect Manufacturing,10,HASL,6/15/2024,7/11/2024,7/10/2024,7/7/2024,43,51,2,0,43,39.3,127.8,74.28,106.53,26,0,0,0,Delamination
ORD-1843,CUST-0318,MAT-003,MC-010,PROD-042,Atlas Industries,30,HASL,2/17/2024,3/11/2024,3/23/2024,3/11/2024,43,49,0,0,43,45.88,73.9,31.13,46.04,23,0,0,0,
ORD-1844,CUST-0166,MAT-002,MC-009,PROD-028,OmegaSignal,16,OSP,2/18/2024,3/14/2024,3/28/2024,3/14/2024,27,33,2,0,27,39.63,111.42,38.59,62.15,25,0,0,0,AOI defect
ORD-1845,CUST-0321,MAT-002,MC-015,PROD-022,GlobalTron,12,HASL,6/24/2024,7/15/2024,8/1/2024,7/15/2024,29,36,5,0,29,34.78,71.85,24.61,41.51,21,0,0,0,Delamination
ORD-1846,CUST-0004,MAT-006,MC-007,PROD-016,QuickControl,10,ENIG,4/14/2024,5/8/2024,5/23/2024,5/8/2024,29,34,5,0,29,89.83,96.75,45.3,110.42,24,0,0,0,Delamination
ORD-1847,CUST-0018,MAT-001,MC-033,PROD-027,SignalAB,16,HASL,11/5/2024,11/29/2024,12/1/2024,11/29/2024,32,40,4,0,32,49.0,80.47,28.67,58.41,24,0,0,0,AOI defect
ORD-1848,CUST-0093,MAT-006,MC-002,PROD-003,ChipIndustries,4,OSP,4/10/2024,4/28/2024,5/5/2024,4/28/2024,30,36,2,0,30,28.52,106.23,30.97,109.4,18,0,0,0,Short circuit
ORD-1849,CUST-0231,MAT-004,MC-029,PROD-025,Rigid Technologies,12,Hard Gold,10/7/2024,10/26/2024,11/4/2024,11/6/2024,44,50,0,0,44,81.58,102.35,49.72,53.03,19,1,2,0,
ORD-1850,CUST-0308,MAT-005,MC-020,PROD-044,Fast Manufacturing,30,Immersion Gold,4/16/2024,4/25/2024,5/22/2024,4/25/2024,58,69,2,0,58,182.33,62.98,33.41,73.6,9,0,0,0,Short circuit
ORD-1851,CUST-0236,MAT-005,MC-001,PROD-006,Tech Group,6,ENIG,12/4/2024,12/31/2024,1/7/2025,12/31/2024,42,50,0,0,42,96.71,131.05,34.76,41.27,27,0,0,0,
ORD-1852,CUST-0148,MAT-005,MC-031,PROD-045,Module Industries,30,Hard Gold,12/24/2024,12/31/2024,1/22/2025,12/31/2024,40,46,0,0,40,93.92,97.43,61.96,104.19,7,0,0,0,
ORD-1853,CUST-0346,MAT-005,MC-010,PROD-025,Alpha Systems,12,Hard Gold,11/22/2024,12/4/2024,12/22/2024,12/4/2024,38,45,0,0,38,96.95,104.66,42.25,110.33,12,0,0,0,
ORD-1854,CUST-0007,MAT-005,MC-033,PROD-038,Atlas Solutions Electronics,24,OSP,2/6/2024,3/3/2024,3/12/2024,3/13/2024,21,25,1,0,21,29.19,103.35,40.8,109.76,26,1,1,0,Delamination
ORD-1855,CUST-0289,MAT-001,MC-004,PROD-002,Inno Layer Electronics,4,HASL,11/2/2024,11/12/2024,11/27/2024,11/12/2024,54,65,2,0,54,17.67,112.06,46.4,78.06,10,0,0,0,Short circuit
ORD-1856,CUST-0251,MAT-003,MC-007,PROD-023,Super Component Solutions,12,OSP,12/28/2024,1/13/2025,2/6/2025,1/13/2025,54,65,3,0,54,39.32,102.16,47.65,89.09,16,0,0,0,AOI defect
ORD-1857,CUST-0340,MAT-002,MC-031,PROD-041,SystemsAS,30,ENIG,9/16/2024,9/30/2024,10/15/2024,9/30/2024,51,64,0,0,51,32.2,60.59,38.05,72.31,14,0,0,0,
ORD-1858,CUST-0340,MAT-003,MC-005,PROD-042,SystemsAS,30,HASL,11/4/2024,12/3/2024,12/13/2024,12/3/2024,35,41,6,0,35,80.36,71.14,26.41,92.9,29,0,0,0,Delamination
ORD-1859,CUST-0276,MAT-005,MC-022,PROD-014,AtlasLogic,8,Immersion Gold,7/28/2024,8/9/2024,8/22/2024,8/9/2024,22,27,1,0,22,64.24,77.16,22.73,40.94,12,0,0,0,Short circuit
ORD-1860,CUST-0106,MAT-002,MC-020,PROD-045,CircuitSystems,30,Hard Gold,6/28/2024,7/19/2024,7/29/2024,7/19/2024,42,49,3,0,42,45.46,66.92,36.75,101.48,21,0,0,0,Drill offset
ORD-1861,CUST-0215,MAT-002,MC-011,PROD-009,Smart Fabrication Technologies,6,Immersion Gold,11/11/2024,12/2/2024,12/9/2024,12/2/2024,31,36,1,0,31,43.78,88.93,44.33,74.12,21,0,0,0,Over-etch
ORD-1862,CUST-0107,MAT-002,MC-027,PROD-005,Inno Rigid GmbH,4,Hard Gold,1/18/2024,2/11/2024,2/21/2024,2/11/2024,28,32,1,0,28,19.56,107.24,45.97,46.64,24,0,0,0,AOI defect
ORD-1863,CUST-0090,MAT-002,MC-014,PROD-007,Nano Assembly Solutions,6,HASL,11/17/2024,11/28/2024,12/19/2024,11/28/2024,31,37,2,0,31,43.53,90.2,33.1,52.14,11,0,0,0,Short circuit
ORD-1864,CUST-0121,MAT-006,MC-021,PROD-016,Data Global,10,ENIG,10/17/2024,11/9/2024,11/16/2024,11/9/2024,23,29,0,0,23,69.19,117.78,57.88,58.1,23,0,0,0,
ORD-1865,CUST-0056,MAT-005,MC-035,PROD-013,AtlasSystems,8,OSP,11/23/2024,12/8/2024,12/19/2024,12/8/2024,29,35,1,0,29,37.91,141.45,40.72,111.5,15,0,0,0,Short circuit
ORD-1866,CUST-0057,MAT-006,MC-009,PROD-008,SuperiorManufacturing,6,OSP,6/5/2024,6/18/2024,7/2/2024,7/6/2024,39,44,1,0,39,37.02,84.95,32.34,117.77,13,1,4,0,Delamination
ORD-1867,CUST-0257,MAT-005,MC-005,PROD-017,BoardSystems,10,HASL,12/8/2024,12/22/2024,1/13/2025,1/16/2025,45,57,1,0,45,40.34,97.04,32.71,86.87,14,1,3,0,Short circuit
ORD-1868,CUST-0333,MAT-001,MC-010,PROD-041,SemiIndustries,30,ENIG,8/7/2024,8/17/2024,9/10/2024,8/17/2024,48,56,1,0,48,23.89,102.5,33.57,83.3,10,0,0,0,Contamination
ORD-1869,CUST-0336,MAT-006,MC-033,PROD-004,Mega International,4,Immersion Gold,8/5/2024,8/13/2024,9/11/2024,8/13/2024,24,30,1,0,24,22.88,97.21,31.68,110.1,8,0,0,0,Delamination
ORD-1870,CUST-0093,MAT-006,MC-029,PROD-029,ChipIndustries,16,Immersion Gold,8/26/2024,9/21/2024,10/1/2024,9/21/2024,51,64,6,0,51,181.31,123.4,61.84,91.04,26,0,0,0,Contamination
ORD-1871,CUST-0283,MAT-002,MC-003,PROD-007,FabricationAG,6,HASL,11/9/2024,11/24/2024,12/15/2024,12/16/2024,37,47,1,0,37,54.03,98.49,31.15,57.71,15,1,1,0,Contamination
ORD-1872,CUST-0349,MAT-005,MC-034,PROD-002,Flex GmbH,4,HASL,6/9/2024,7/4/2024,7/16/2024,7/4/2024,26,33,1,0,26,15.55,79.32,45.2,91.41,25,0,0,0,Over-etch
ORD-1873,CUST-0149,MAT-001,MC-034,PROD-015,Fabrication Group,8,Hard Gold,2/4/2024,3/1/2024,3/13/2024,3/1/2024,27,34,4,0,27,18.83,128.56,72.96,85.87,26,0,0,0,Contamination
ORD-1874,CUST-0017,MAT-004,MC-016,PROD-013,Inno Industries,8,OSP,7/13/2024,8/7/2024,8/12/2024,8/15/2024,60,75,4,0,60,46.8,136.06,36.88,98.32,25,1,3,0,Short circuit
ORD-1875,CUST-0310,MAT-001,MC-025,PROD-020,PrecisionChip,10,Hard Gold,10/9/2024,10/24/2024,11/17/2024,10/24/2024,42,53,3,0,42,35.84,118.52,75.44,103.49,15,0,0,0,Short circuit
ORD-1876,CUST-0122,MAT-001,MC-027,PROD-011,SysTechnologies,8,ENIG,4/25/2024,5/17/2024,5/22/2024,5/17/2024,55,68,3,0,55,35.34,95.58,41.8,47.23,22,0,0,0,Short circuit
ORD-1877,CUST-0329,MAT-001,MC-003,PROD-037,Micro Technologies,24,HASL,6/20/2024,7/19/2024,7/30/2024,7/19/2024,51,63,0,0,51,73.07,130.11,36.8,65.82,29,0,0,0,
ORD-1878,CUST-0149,MAT-004,MC-034,PROD-035,Fabrication Group,20,Hard Gold,2/19/2024,3/14/2024,3/20/2024,3/14/2024,39,50,2,0,39,43.53,72.58,44.49,110.15,24,0,0,0,Over-etch
ORD-1879,CUST-0139,MAT-006,MC-029,PROD-045,Beta Solutions Manufacturing,30,Hard Gold,6/9/2024,6/19/2024,7/13/2024,6/19/2024,29,36,1,0,29,49.18,87.39,38.58,59.67,10,0,0,0,Drill offset
ORD-1880,CUST-0117,MAT-006,MC-008,PROD-014,FabricationLLC,8,Immersion Gold,3/9/2024,3/23/2024,4/17/2024,3/23/2024,21,25,1,0,21,21.39,96.3,43.92,108.6,14,0,0,0,Short circuit
ORD-1881,CUST-0171,MAT-005,MC-011,PROD-016,Phoenix International,10,ENIG,6/15/2024,6/27/2024,7/22/2024,6/27/2024,46,56,0,0,46,121.3,127.36,59.91,104.27,12,0,0,0,
ORD-1882,CUST-0141,MAT-002,MC-027,PROD-036,Board SpA,24,ENIG,4/12/2024,4/21/2024,5/11/2024,4/21/2024,43,55,1,0,43,69.24,88.47,50.54,113.4,9,0,0,0,Delamination
ORD-1883,CUST-0061,MAT-005,MC-011,PROD-022,Connect Manufacturing,12,HASL,12/23/2024,1/22/2025,1/28/2025,1/22/2025,50,61,10,0,50,90.83,86.77,55.26,89.5,30,0,0,0,Short circuit
ORD-1884,CUST-0312,MAT-006,MC-033,PROD-030,Semi Corp,16,Hard Gold,7/14/2024,8/10/2024,8/9/2024,8/6/2024,24,31,4,0,24,90.56,78.43,24.79,45.23,27,0,0,0,Over-etch
ORD-1885,CUST-0236,MAT-006,MC-034,PROD-007,Tech Group,6,HASL,9/19/2024,10/9/2024,10/18/2024,10/9/2024,36,46,2,0,36,107.31,89.91,53.44,64.37,20,0,0,0,Drill offset
ORD-1886,CUST-0189,MAT-006,MC-022,PROD-032,Delta Global,20,HASL,4/26/2024,5/21/2024,5/31/2024,5/21/2024,52,67,9,0,52,165.94,76.76,24.94,118.19,25,0,0,0,Contamination
ORD-1887,CUST-0058,MAT-001,MC-001,PROD-006,CircuitGlobal,6,ENIG,8/17/2024,8/29/2024,9/16/2024,9/20/2024,46,57,1,0,46,55.59,74.55,25.57,72.28,12,1,4,0,Over-etch
ORD-1888,CUST-0143,MAT-001,MC-024,PROD-032,Superior AS,20,HASL,9/22/2024,10/4/2024,10/20/2024,10/4/2024,44,55,1,0,44,52.33,121.19,77.29,54.77,12,0,0,0,Delamination
ORD-1889,CUST-0035,MAT-004,MC-026,PROD-039,Board International,24,Immersion Gold,6/8/2024,7/1/2024,7/11/2024,7/16/2024,42,54,1,0,42,28.64,106.41,24.24,47.64,23,1,5,0,AOI defect
ORD-1890,CUST-0085,MAT-004,MC-036,PROD-005,MetaLayer,4,Hard Gold,1/17/2024,2/11/2024,2/22/2024,2/11/2024,20,23,0,0,20,19.45,93.71,47.31,57.47,25,0,0,0,
ORD-1891,CUST-0206,MAT-004,MC-013,PROD-034,NetLtd,20,Immersion Gold,5/28/2024,6/9/2024,6/26/2024,6/9/2024,29,35,2,0,29,15.92,67.82,22.44,116.64,12,0,0,0,Contamination
ORD-1892,CUST-0051,MAT-005,MC-007,PROD-044,BoardSolutions,30,Immersion Gold,12/26/2024,1/18/2025,1/25/2025,1/18/2025,39,50,7,0,39,41.73,77.26,33.24,66.99,23,0,0,0,Over-etch
ORD-1893,CUST-0187,MAT-005,MC-021,PROD-018,Digi SpA,10,OSP,6/22/2024,7/16/2024,7/19/2024,7/16/2024,55,70,4,0,55,49.7,126.06,69.4,103.52,24,0,0,0,Contamination
ORD-1894,CUST-0218,MAT-003,MC-027,PROD-040,PrimeSignal,24,Hard Gold,1/2/2024,1/12/2024,1/29/2024,1/12/2024,50,63,3,0,50,144.02,107.45,50.03,81.73,10,0,0,0,Over-etch
ORD-1895,CUST-0219,MAT-004,MC-003,PROD-037,Prime Circuit Electronics,24,HASL,9/21/2024,10/18/2024,10/29/2024,10/18/2024,32,38,6,0,32,22.17,57.53,21.47,84.9,27,0,0,0,Delamination
ORD-1896,CUST-0181,MAT-006,MC-001,PROD-024,Phoenix Solutions Global,12,Immersion Gold,8/10/2024,8/18/2024,9/5/2024,8/18/2024,51,66,3,0,51,87.01,115.74,30.48,83.42,8,0,0,0,Contamination
ORD-1897,CUST-0235,MAT-002,MC-004,PROD-018,Solutions Solutions,10,OSP,8/24/2024,9/11/2024,9/19/2024,9/11/2024,23,28,3,0,23,33.13,88.0,35.57,69.67,18,0,0,0,Short circuit
ORD-1898,CUST-0050,MAT-005,MC-010,PROD-009,Ultra Group,6,Immersion Gold,9/7/2024,9/16/2024,10/8/2024,9/16/2024,26,31,3,0,26,14.84,100.72,32.24,49.31,9,0,0,0,Delamination
ORD-1899,CUST-0096,MAT-001,MC-016,PROD-021,LayerSpA,12,ENIG,5/8/2024,5/27/2024,6/3/2024,5/27/2024,41,53,3,0,41,45.42,92.31,24.16,94.43,19,0,0,0,Delamination
ORD-1900,CUST-0212,MAT-002,MC-033,PROD-041,SuperiorMulti,30,ENIG,9/21/2024,10/11/2024,10/16/2024,10/11/2024,39,46,2,0,39,32.39,106.83,39.8,102.34,20,0,0,0,Delamination
ORD-1901,CUST-0150,MAT-001,MC-034,PROD-022,NetGmbH,12,HASL,4/1/2024,4/29/2024,5/3/2024,5/4/2024,60,75,11,0,60,22.3,122.24,77.61,54.67,28,1,1,0,Short circuit
ORD-1902,CUST-0160,MAT-006,MC-020,PROD-043,Max Corp,30,OSP,5/24/2024,6/17/2024,6/27/2024,6/17/2024,36,46,2,0,36,34.51,79.79,36.81,110.72,24,0,0,0,Delamination
ORD-1903,CUST-0195,MAT-005,MC-014,PROD-005,FabricationElectronics,4,Hard Gold,12/18/2024,1/9/2025,1/15/2025,1/9/2025,51,60,0,0,51,142.42,82.93,28.96,104.51,22,0,0,0,
ORD-1904,CUST-0298,MAT-001,MC-022,PROD-044,ConnectSolutions,30,Immersion Gold,4/20/2024,5/18/2024,5/21/2024,5/18/2024,43,52,7,0,43,11.35,58.02,18.62,108.76,28,0,0,0,AOI defect
ORD-1905,CUST-0241,MAT-005,MC-008,PROD-045,Semi Inc,30,Hard Gold,4/6/2024,4/25/2024,5/5/2024,4/25/2024,42,51,0,0,42,46.5,99.35,55.11,97.69,19,0,0,0,
ORD-1906,CUST-0342,MAT-005,MC-020,PROD-042,PowerGmbH,30,HASL,1/15/2024,1/27/2024,2/13/2024,1/27/2024,24,30,0,0,24,15.19,105.48,55.4,82.74,12,0,0,0,
ORD-1907,CUST-0219,MAT-006,MC-026,PROD-004,Prime Circuit Electronics,4,Immersion Gold,8/6/2024,8/13/2024,9/12/2024,9/13/2024,40,48,4,0,40,132.83,99.95,27.54,57.96,7,1,1,0,Short circuit
ORD-1908,CUST-0324,MAT-001,MC-009,PROD-001,Plus Tron International,4,ENIG,8/19/2024,9/15/2024,9/25/2024,9/15/2024,54,62,4,0,54,41.35,119.46,38.18,89.01,27,0,0,0,Over-etch
ORD-1909,CUST-0009,MAT-006,MC-016,PROD-035,SystemsElectronics,20,Hard Gold,5/21/2024,6/4/2024,6/19/2024,6/4/2024,49,59,1,0,49,188.46,82.48,26.66,52.83,14,0,0,0,Delamination
ORD-1910,CUST-0178,MAT-003,MC-029,PROD-044,Solutions LLC,30,Immersion Gold,9/14/2024,9/28/2024,10/21/2024,9/28/2024,39,45,2,0,39,34.94,102.0,44.28,76.85,14,0,0,0,Over-etch
ORD-1911,CUST-0095,MAT-005,MC-015,PROD-044,Beta SpA,30,Immersion Gold,6/13/2024,7/6/2024,7/14/2024,7/6/2024,49,59,1,0,49,102.48,135.03,47.63,102.73,23,0,0,0,Contamination
ORD-1912,CUST-0186,MAT-001,MC-017,PROD-018,Plus AG,10,OSP,5/15/2024,5/28/2024,6/21/2024,5/28/2024,55,70,1,0,55,53.89,106.02,40.43,116.46,13,0,0,0,Delamination
ORD-1913,CUST-0183,MAT-005,MC-014,PROD-042,Net Ltd,30,HASL,11/14/2024,12/3/2024,12/22/2024,12/3/2024,23,27,1,0,23,11.54,79.52,29.5,53.79,19,0,0,0,Contamination
ORD-1914,CUST-0210,MAT-001,MC-011,PROD-040,RigidGroup,24,Hard Gold,12/22/2024,1/2/2025,1/29/2025,1/2/2025,56,70,2,0,56,79.04,83.16,39.68,65.3,11,0,0,0,Short circuit
ORD-1915,CUST-0156,MAT-006,MC-011,PROD-027,HyperConnect,16,HASL,11/20/2024,11/29/2024,12/15/2024,12/22/2024,53,66,3,0,53,193.16,74.42,46.74,114.53,9,1,7,0,AOI defect
ORD-1916,CUST-0180,MAT-001,MC-034,PROD-006,Hyper Fabrication AB,6,ENIG,5/24/2024,6/19/2024,6/28/2024,6/19/2024,29,37,0,0,29,25.71,102.36,69.51,48.12,26,0,0,0,
ORD-1917,CUST-0222,MAT-006,MC-013,PROD-042,Meta SpA,30,HASL,7/5/2024,7/29/2024,8/14/2024,7/29/2024,30,36,1,0,30,86.88,141.82,41.12,93.11,24,0,0,0,Short circuit
ORD-1918,CUST-0138,MAT-004,MC-012,PROD-026,LogicManufacturing,16,ENIG,3/15/2024,4/6/2024,4/14/2024,4/6/2024,26,32,3,0,26,85.74,91.64,58.43,111.52,22,0,0,0,Drill offset
ORD-1919,CUST-0004,MAT-003,MC-004,PROD-040,QuickControl,24,Hard Gold,12/22/2024,1/9/2025,1/18/2025,1/9/2025,56,67,0,0,56,119.46,107.97,44.74,114.8,18,0,0,0,
ORD-1920,CUST-0310,MAT-002,MC-027,PROD-006,PrecisionChip,6,ENIG,12/7/2024,12/25/2024,1/16/2025,1/21/2025,60,71,4,0,60,53.81,84.03,37.42,55.36,18,1,5,0,AOI defect
ORD-1921,CUST-0112,MAT-003,MC-001,PROD-023,HyperInterface,12,OSP,5/17/2024,5/31/2024,6/20/2024,5/31/2024,21,25,0,0,21,26.35,95.33,24.44,92.54,14,0,0,0,
